author_id,author_file,themes,summary
Guidubaldi_Joseph_58022763600,Guidubaldi_Joseph_58022763600.csv,Genetics of Parkinson's Disease; Rare Variants in Disease Biology; Genome-Wide Association Studies; Heritability of Neurodegenerative Diseases; Genetic Burden Testing; LRRK2 and GBA1 Gene Research,"Dr. Joseph Guidubaldi is a researcher with a focused interest in understanding the genetic underpinnings of neurodegenerative diseases. His work has primarily centered around the genetics of Parkinson's disease, exploring rare variants in disease biology and their impact on patient outcomes.

Over time, Dr. Guidubaldi's research has evolved to encompass genome-wide association studies, heritability of neurodegenerative diseases, and genetic burden testing. He has also made significant contributions to the study of specific genes associated with Parkinson's disease, including LRRK2 and GBA1. Through his work, Dr. Guidubaldi aims to shed light on the complex relationships between genetics and neurodegenerative diseases, ultimately informing more effective diagnostic and therapeutic strategies for patients affected by these conditions."
Guo_Junlin_58170992800,Guo_Junlin_58170992800.csv,"**Artificial Intelligence (AI) Applications**; Development and utilization of AI technologies in various fields, including remote sensing, medical imaging, and pathology.; Utilization of vision foundation models for tasks such as image segmentation, object detection, and classification.; Application of AI for enhancing physician flexibility and generalizability of clinical applications.; **Medical Image Analysis and Pathology**; Development of AI-powered tools for automated detection and segmentation of glomeruli, cell nuclei, and other features in kidney pathology.; Creation of plugins and pipelines for medical image analysis, such as GloFinder and ZeroReg3D.; Evaluation of AI foundation models in kidney pathology with human-in-the-loop enrichment.; **Remote Sensing and Archaeology**; Application of AI and computer vision techniques for analyzing remotely sensed data, particularly in the context of Andean archaeology.; Development of self-supervised vision foundation models for multispectral remote sensing imagery.","Dr. Junlin Guo is a researcher with a diverse range of interests at the intersection of artificial intelligence, medical imaging, and remote sensing. Over the course of their career, Dr. Guo's research focus has evolved to encompass the development and application of AI technologies across multiple domains. Initially focusing on the potential of AI to enhance physician flexibility and generalizability in clinical settings, they have since expanded their scope to include the creation of AI-powered tools for medical image analysis, particularly in the field of kidney pathology.

Dr. Guo's work in medical image analysis has led to the development of innovative tools like GloFinder and ZeroReg3D, which facilitate automated detection and segmentation of critical features in kidney pathology. Their research also extends into the realm of remote sensing, where they apply AI and computer vision techniques to analyze data from Andean archaeological sites. With a strong emphasis on practical applications, Dr. Guo continues to explore the potential of AI to drive advancements in these fields, pushing the boundaries of what is possible through the integration of machine learning and human expertise."
Hong_Clair_Min_Kyung_57212390821,Hong_Clair_Min_Kyung_57212390821.csv,**Memory and Learning Strategies**:; Examination of the effects of retrieval practice on memory; Investigation into the mechanisms behind the testing effect; Analysis of the impact of incorrect worked examples on mathematics education; Study of the role of exemplar-based and rule-based learning strategies; **Misinformation and Correction**:; Evaluation of the effectiveness of fact-checking articles in combating misinformation; Examination of the memorability and believability of corrected information; **Language Development and Education**:; Exploration of the factors influencing language learning among Latinx youth; Investigation into the relationship between academic language and academic outcomes; **Temporal Organization and Contextualization**:,"Dr. Hong Clair Min Kyung is a researcher with a multifaceted approach to understanding human cognition and learning. Her work has primarily focused on the intricacies of memory and learning strategies, examining how individuals process and retain information through various methods such as retrieval practice, testing effects, and the use of exemplar-based and rule-based learning approaches. This line of inquiry has evolved over time, initially exploring the fundamental mechanisms behind memory formation and retention, before expanding to investigate the impact of educational interventions, including the presentation of incorrect worked examples in mathematics education.

In addition to her work on memory and learning, Dr. Min Kyung's research also delves into the realms of misinformation and correction, evaluating the efficacy of fact-checking initiatives in mitigating the spread of false information and assessing the memorability and credibility of corrected content. Furthermore, she has investigated the complexities of language development and education, particularly among Latinx youth, seeking to understand the interplay between linguistic proficiency and academic achievement. Through her interdisciplinary research, Dr. Min Kyung aims to contribute to a deeper comprehension of human cognition and its applications in real-world contexts."
Huang_Yu_57188585234,Huang_Yu_57188585234.csv,"**Mobile Sensing and Mental Health**:; Using mobile sensing to monitor mental health conditions such as depression, social anxiety, and social isolation.; Developing systems for mobile crowdsensing in human-subject studies.; Assessing social anxiety using GPS trajectories and point-of-interest data.; **Software Engineering and Code Analysis**:; Investigating the neural processes associated with reading and comprehending code.; Developing techniques for automatically documenting code.; Creating frameworks for automatically repairing defects in hardware designs and code.; **Human Factors and Biases in Software Engineering**:; Examining the impact of human biases on code review and trustworthiness perceptions.; Investigating the effects of age and gender differences on human biases in online platforms and communities.; Understanding the motivations and challenges of contributing to open-source software for social good.","Dr. Yu Huang is a researcher with a diverse range of interests spanning multiple disciplines. Initially focusing on Mobile Sensing and Mental Health, Dr. Huang's work has explored the use of mobile technology to monitor and understand mental health conditions such as depression, social anxiety, and social isolation. This line of inquiry has evolved over time, incorporating aspects of Human Factors and Biases in Software Engineering, examining how human biases influence code review and trustworthiness perceptions.

In recent years, Dr. Huang's research has expanded into new areas, including Neuroscience and Cognitive Science in Software Engineering, where they investigate the neural processes involved in coding comprehension. Additionally, their work now encompasses topics in Artificial Intelligence and Machine Learning, particularly in the application of genetic improvement in deep neural networks and large language models. With a strong foundation in Software Engineering and Code Analysis, Dr. Huang continues to develop innovative solutions for automatic documentation, defect repair, and fault localization. Their interdisciplinary approach aims to bridge gaps between technical and cognitive sciences, driving advancements in software engineering and beyond."
Huo_Yuankai_56830058500,Huo_Yuankai_56830058500.csv,**Deep Learning Applications in Medical Imaging**:; Medical image segmentation; Image registration; Diffusion MRI analysis; White matter microstructure analysis; Brain age estimation; Lung cancer detection; Liver attenuation estimation; Splenomegaly segmentation; Renal pathological image segmentation; **Convolutional Neural Networks (CNNs)**:; CNN architectures for image segmentation,"Dr. Yuankai Huo is a researcher with a strong background in applying deep learning techniques to medical imaging. Over the course of their career, Dr. Huo has demonstrated an evolving focus on leveraging deep learning for various medical image analysis tasks, including segmentation, classification, and registration. Their work spans multiple medical imaging modalities, such as CT, MRI, and ultrasound, and involves developing novel methods for analyzing brain structure and function, as well as investigating the neural basis of cognitive and behavioral processes.

Primary areas of expertise for Dr. Huo include deep learning applications in medical imaging, particularly in the areas of image segmentation, image registration, and diffusion MRI analysis. They have also explored the application of convolutional neural networks (CNNs) and other deep learning architectures for tasks such as object detection, image synthesis, and feature extraction. Additionally, Dr. Huo has investigated the integration of image and non-image data for disease diagnosis and prognosis, as well as the development of explainable AI models for medical image analysis."
Islam_Sajal_58279591300,Islam_Sajal_58279591300.csv,"**Single-Event Burnout (SEB)**:; Investigating SEB in various semiconductor materials such as gallium oxide (Ga2O3), silicon carbide (SiC), and gallium nitride (GaN).; Analyzing the effects of heavy-ion irradiation on SEB in different device architectures, including Schottky diodes, p-i-n diodes, and metal-oxide-semiconductor field-effect transistors (MOSFETs).; **Heavy-Ion Induced Degradation**:; Studying the impact of heavy-ion irradiation on the degradation of semiconductor devices, including single-event burnout, single-event leakage current, and other forms of damage.; Investigating the effects of incident angle, epitaxial layer thickness, and doping on heavy-ion induced degradation.; **Semiconductor Materials and Devices**:; Examining the properties and performance of wide bandgap semiconductors like","Dr. Sajal Islam is a researcher with a strong background in semiconductor materials and devices. Over the course of their career, Dr. Islam's research focus has evolved to concentrate on the reliability and radiation hardness of advanced semiconductor technologies. Initially, they explored the properties and performance of wide bandgap semiconductors, but their work gradually shifted towards investigating the effects of heavy-ion irradiation on these materials. This led to an in-depth examination of Single-Event Burnout (SEB) in various semiconductor materials, including gallium oxide, silicon carbide, and gallium nitride.

Dr. Islam's expertise spans multiple areas, primarily focusing on Single-Event Burnout, Heavy-Ion Induced Degradation, and Semiconductor Materials and Devices. Their research delves into the impacts of heavy-ion irradiation on semiconductor devices, encompassing topics such as single-event burnout, single-event leakage current, and other forms of damage. They have also investigated the effects of various parameters, including incident angle, epitaxial layer thickness, and doping, on heavy-ion induced degradation. Through their work, Dr. Islam aims to contribute to the development of more resilient and reliable semiconductor technologies for high-radiation environments."
Kanakaraj_Praitayini_57217029207,Kanakaraj_Praitayini_57217029207.csv,**Diffusion MRI and its applications**:; Diffusion-weighted imaging; Diffusion tensor imaging; Diffusion tractography; Diffusion MRI preprocessing and correction; Diffusion MRI analysis and interpretation; **Medical image processing and analysis**:; Image segmentation; Image registration and harmonization; Image denoising and enhancement; Image synthesis and imputation; Machine learning and deep learning for image analysis,"Dr. Praitayini Kanakaraj is a researcher with a strong background in medical imaging and neurosciences. Her work primarily focuses on diffusion MRI and its various applications, including diffusion-weighted imaging, diffusion tensor imaging, and diffusion tractography. She has also explored the importance of accurate diffusion MRI preprocessing and correction techniques to ensure reliable results.

Over time, Dr. Kanakaraj's research interests have expanded to encompass broader aspects of medical image processing and analysis, such as image segmentation, registration, and denoising. Additionally, she has delved into machine learning and deep learning techniques for image analysis, including convolutional neural networks, recurrent neural networks, and transformers. Her expertise spans neuroimaging and neuroscience, covering topics like brain structure and function analysis, white matter microstructure and connectivity, and neurodegenerative diseases."
Kaur_Harsimran_58115164100,Kaur_Harsimran_58115164100.csv,"**Spatial Transcriptomics**:; Development of tools for spatial transcriptomics analysis (GammaGateR, PoweREST); Application of spatial transcriptomics in understanding tumor evolution (Colorectal cancer); Integration of spatial transcriptomics with other modalities (multiplex image labeling with regional morphology); **Immunology and Disease**:; Role of interleukin-10 in intestinal immune homeostasis (Crohn’s disease, Intestinal inflammation); Impact of microbiota on immune cells (γδ intraepithelial lymphocytes, CD39 expression); Association of microbiome with colorectal cancer (deleted in malignant brain tumors 1 glycoprotein loss); **Computational Methods and Tools**:; Development of machine learning models for analyzing spatial transcriptomics data (Deep learning inference of spatial transcriptomics from routine histopathology); Creation of statistical power estimation tool for spatial transcriptomics experiments (PoweREST)","Dr. Harsimran Kaur is a researcher with a diverse range of interests in spatial transcriptomics, immunology, and computational methods. Over the course of her career, Dr. Kaur's research focus has evolved to encompass various aspects of spatial transcriptomics, including the development of novel tools such as GammaGateR and PoweREST for spatial transcriptomics analysis. She has also applied these techniques to understand tumor evolution in colorectal cancer and integrated them with other modalities like multiplex image labeling with regional morphology.

In addition to her work in spatial transcriptomics, Dr. Kaur explores the intersection of immunology and disease, examining the role of interleukin-10 in intestinal immune homeostasis and its implications for conditions like Crohn's disease and intestinal inflammation. Her research also delves into the impact of microbiota on immune cells and its association with colorectal cancer. Furthermore, she develops innovative computational methods, including machine learning models for analyzing spatial transcriptomics data and statistical power estimation tools like PoweREST. These contributions demonstrate Dr. Kaur's commitment to advancing our understanding of complex biological systems through interdisciplinary approaches."
Khan_Christopher_57213141462,Khan_Christopher_57213141462.csv,**Ultrasound Imaging**; Ultrasound beamforming; Ultrasound image quality enhancement; Ultrasound image reconstruction; Ultrasound image segmentation; **Deep Learning Applications**; Deep learning for ultrasound beamforming; Domain adaptation for deep learning models; Deep neural network architecture design; **Computational Methods**; GPU-accelerated processing; Model-based approaches,"Dr. Christopher Khan is a researcher with a diverse background in ultrasound imaging and computational methods. His work has primarily focused on enhancing the quality and accuracy of ultrasound images through various techniques such as beamforming, image reconstruction, and segmentation. Over time, his research has evolved to incorporate deep learning applications, including domain adaptation for deep learning models and the design of novel neural network architectures.

As an expert in both ultrasound imaging and computational methods, Dr. Khan's primary areas of expertise lie at the intersection of these fields. He has developed a range of computational tools and algorithms to improve signal processing in ultrasound imaging, including GPU-accelerated processing, model-based approaches, regularization techniques, sparse coding, and clutter reduction methods. His work also explores the application of quantitative ultrasound and power Doppler imaging to enhance diagnostic capabilities."
Kim_Michael_58290603100,Kim_Michael_58290603100.csv,"**Brain Imaging Analysis**:; Development and evaluation of methods for analyzing brain images, including diffusion tensor imaging (DTI), functional magnetic resonance imaging (fMRI), and computed tomography (CT).; Investigation of white matter microstructure and its relationship to various neurological conditions, such as Alzheimer's disease and Parkinson's disease.; Application of machine learning and deep learning techniques to improve image analysis and prediction of brain-related outcomes.; **Image Harmonization and Registration**:; Development of methods for harmonizing and registering brain images across different sites, scanners, and protocols.; Investigation of the effects of image harmonization on downstream analyses, such as connectome network measures and cognitive impairment.; Use of generative models, such as CycleGAN, to harmonize images and remove confounding effects.; **Medical Image Synthesis and Generation**:; Development of methods for synthesizing and generating medical images, including diffusion MRI and CT images.","Dr. Michael Kim is a researcher with a strong background in brain imaging analysis. His work has focused on developing and evaluating methods for analyzing brain images using various modalities, including diffusion tensor imaging (DTI), functional magnetic resonance imaging (fMRI), and computed tomography (CT). He has also investigated the relationship between white matter microstructure and neurological conditions like Alzheimer's disease and Parkinson's disease, applying machine learning and deep learning techniques to improve image analysis and predict brain-related outcomes.

Over time, Dr. Kim's research has evolved to encompass image harmonization and registration, where he develops methods to align brain images from different sources, reducing confounding effects and improving downstream analyses. Additionally, his work involves medical image synthesis and generation, creating new images through generative models like CycleGAN. With expertise spanning these areas, Dr. Kim contributes significantly to advancing our understanding of brain function and structure, and developing innovative solutions for medical imaging applications."
Kolouri_Soheil_55497793500,Kolouri_Soheil_55497793500.csv,**Deep Learning**:; Development of explainability methods for graph convolutional neural networks; Image-to-image translation for domain adaptation; Deep neural networks for electro-optical imaging and synthetic aperture radar (SAR) classification; Generative adversarial training for adversarial example detection and robust classification; Lifelong learning and sharing at the edge; Generative continual concept learning; Deep reinforcement learning with modulated Hebbian plus Q-network architecture; **Optimal Transport and Related Methods**:; Optimal transport distances and their applications in signal and data analysis; Sliced Wasserstein distances and their applications in machine learning and computer vision; Wasserstein embedding for graph learning,"Soheil Kolouri is a researcher with a diverse range of interests spanning deep learning, optimal transport, and lifelong learning. Over time, his work has evolved from focusing on developing explainability methods for graph convolutional neural networks and image-to-image translation for domain adaptation to exploring various aspects of lifelong learning and continual learning. His research now encompasses preventing catastrophic forgetting in dynamic environments, investigating the effectiveness of modulating masks for knowledge sharing, and examining the relationship between multi-task learning and continual learning.

Kolouri's primary areas of expertise lie at the intersection of deep learning, optimal transport, and lifelong learning. He has made significant contributions to the development of explainability methods, generative models, and neural network architectures. His work also involves applying optimal transport techniques to signal and data analysis, as well as its applications in machine learning and computer vision. With a strong foundation in both theoretical foundations and practical applications, Kolouri continues to push the boundaries of these fields, driving innovation and discovery in artificial intelligence and related disciplines."
Koran_Mary_Ellen_55425645200,Koran_Mary_Ellen_55425645200.csv,**Alzheimer's disease and related disorders**:; Investigating sex differences in Alzheimer's disease; Examining the role of vascular endothelial growth factor (VEGF) in Alzheimer's disease; Analyzing the relationship between amyloid beta and tau pathology in Alzheimer's disease; Identifying genetic interactions and biomarkers for Alzheimer's disease; Studying the impact of APOE ε4 on cognitive aging and Alzheimer's disease; **Imaging and diagnostics**:; Developing deep learning algorithms for image enhancement and analysis; Using PET/MRI for diagnosing and monitoring neurodegenerative diseases; Evaluating the effectiveness of ultra-low-dose PET imaging; Applying machine learning to classify brain scans and predict patient outcomes; Investigating the use of FDG PET for detecting neurodegenerative disease,"Dr. Mary Ellen Koran is a researcher with a long-standing interest in understanding the complexities of Alzheimer's disease and related disorders. Her work has spanned multiple aspects of this field, including investigating sex differences in the progression of the disease, examining the role of vascular factors such as VEGF, and analyzing the interplay between amyloid beta and tau pathology. Additionally, she has explored the impact of genetic variations, specifically the APOE ε4 allele, on cognitive aging and Alzheimer's disease.

In recent years, Dr. Koran's research has expanded to encompass imaging and diagnostic techniques, leveraging cutting-edge technologies like deep learning algorithms, PET/MRI, and ultra-low-dose PET imaging to improve detection and monitoring of neurodegenerative diseases. She has also applied machine learning to classify brain scans and predict patient outcomes, further advancing our ability to diagnose and manage these conditions. With a strong foundation in genetics and genomics, Dr. Koran continues to explore the intricate relationships between genetic interactions and epistasis, driving innovative approaches to understanding and addressing Alzheimer's disease and related disorders."
Krishnan_Aravind_58195099100,Krishnan_Aravind_58195099100.csv,"**Medical Imaging Analysis**:; Utilizing various techniques such as diffusion MRI, CT, and T1-weighted imaging for analyzing brain and body structures.; Developing methods like quantitative T1 mapping, diffusion tensor imaging, and tractography for better understanding of human brain organization and variations in white matter.; **Image Harmonization and Synthesis**:; Employing generative adversarial networks (GANs), cycleGAN, and latent diffusion models for harmonizing and synthesizing medical images, including CT and MRI scans.; Addressing issues related to inter-site and between-scanner variation in medical imaging.; **Deep Learning Applications in Medicine**:; Applying deep learning techniques for tasks such as predicting lung cancer, identifying brain age, and detecting neurodegenerative diseases.; Using active learning and artificial intelligence for segmentation of anatomical structures and creation of AI algorithms.; **Quantitative Imaging and Quality Control**:; Focusing on","Dr. Aravind Krishnan is a researcher with a diverse background in medical imaging analysis, image harmonization, and deep learning applications in medicine. His work has focused on developing novel methods for analyzing brain and body structures using techniques such as diffusion MRI, CT, and T1-weighted imaging. Over time, his research has evolved to incorporate machine learning approaches, including generative adversarial networks and deep learning techniques, to address challenges in medical imaging, such as inter-site and between-scanner variation.

Throughout his career, Dr. Krishnan's primary areas of expertise have been in medical imaging analysis, particularly in the development of quantitative imaging methods like T1 mapping, diffusion tensor imaging, and tractography. He has also made significant contributions to image harmonization and synthesis, leveraging techniques such as GANs and latent diffusion models to improve the quality and consistency of medical images. Additionally, he has applied deep learning techniques to various medical applications, including disease prediction, brain age estimation, and anatomical structure segmentation."
Kulapatana_Surat_58659793200,Kulapatana_Surat_58659793200.csv,**Autonomic Function and Regulation**; Heart rate variability and baroreflex sensitivity; Autonomic failure and its association with postprandial hypotension; Autonomic blockade and nitric oxide contribution to blood pressure regulation; Muscle sympathetic nerve activity and microneurography; **Postural Orthostatic Tachycardia Syndrome (POTS)**; Detection of blood volume deficit in POTS using semiautomated carbon monoxide rebreathing; Association of peripheral autonomic failure with more severe postprandial hypotension in POTS; Case study of POTS in a Thai male patient; Hyperadrenergic POTS associated with augmented neurovascular transduction; **Neuromonitoring and Neurophysiology**; Cerebral autoregulation dynamics for neuromonitoring using near-infrared spectroscopy,"Dr. Kulapatana Surat is an expert in the field of autonomic function and regulation, with a particular focus on understanding the complex relationships between heart rate variability, baroreflex sensitivity, and blood pressure regulation. His research has also explored the role of autonomic failure in conditions such as postprandial hypotension, and he has developed innovative methods for detecting blood volume deficits in patients with Postural Orthostatic Tachycardia Syndrome (POTS).

Over time, Dr. Surat's research interests have expanded to include neuromonitoring and neurophysiology, with a focus on cerebral autoregulation dynamics and spike detection of human sympathetic activity. His work on POTS has shed light on the condition's underlying mechanisms, including the association between peripheral autonomic failure and more severe postprandial hypotension, as well as the role of hyperadrenergic POTS in augmented neurovascular transduction. With his expertise spanning multiple areas of autonomic function and regulation, Dr. Surat continues to contribute significantly to our understanding of these complex physiological processes."
Landman_Bennett_16679175200,Landman_Bennett_16679175200.csv,"**Medical Image Analysis**:; Developing and evaluating methods for medical image segmentation, registration, and analysis.; Applying machine learning and deep learning techniques to medical imaging data.; Investigating the potential of new methods and techniques for improving medical image analysis.; **Diffusion Tensor Imaging (DTI)**:; Studying the effects of signal-to-noise ratio on DTI-derived measurements.; Evaluating the reliability and reproducibility of DTI-derived measurements.; Investigating the heritability of fractional anisotropy in human white matter.; **Biomedical Image Processing and Validation**:; Identifying pitfalls in image analysis validation and proposing solutions.; Developing and evaluating methods for validating medical image analysis algorithms.; Investigating the importance of proper validation in biomedical image analysis.","Dr. Bennett Landman is a renowned expert in the field of medical image analysis with a strong emphasis on developing and evaluating methods for medical image segmentation, registration, and analysis. Over the course of their career, Dr. Landman has demonstrated a significant shift in research focus from primarily investigating the effects of signal-to-noise ratio on diffusion tensor imaging (DTI)-derived measurements to exploring the broader applications of machine learning and deep learning techniques in medical imaging data. Their work has also delved into the development of new methods for validating medical image analysis algorithms and identifying pitfalls in image analysis validation.

As a leading researcher in the field of biomedical image processing and analysis, Dr. Landman's primary areas of expertise include medical image analysis, diffusion tensor imaging, and brain imaging. They have made significant contributions to the development of novel methods for analyzing brain imaging data, including diffusion tensor imaging and diffusion-weighted imaging. Additionally, they have applied machine learning and deep learning techniques to various medical imaging modalities, including MRI, CT, and ultrasound, with a focus on improving the accuracy and robustness of medical image segmentation."
Lau_Ken_7401560116,Lau_Ken_7401560116.csv,**Single-cell biology and analysis**:; Single-cell RNA sequencing; Single-cell transcriptomics; Single-cell data structure preservation; Single-cell trajectory analysis; Single-cell segmentation and quantification; Single-cell data visualization; **Glycobiology and N-glycans**:; N-glycan branching and regulation; N-glycan expression and function; N-glycan biosynthesis inhibition; N-glycan-mediated cell signaling,"Dr. Ken Lau is a researcher with a diverse background in single-cell biology and glycobiology. His work has spanned multiple fields, including single-cell RNA sequencing, transcriptomics, and data visualization. Over time, his focus has evolved from a broad interest in single-cell analysis to a more specific emphasis on understanding the complex relationships between cellular structures and functions.

Dr. Lau's expertise lies at the intersection of single-cell biology and glycobiology, particularly in the study of N-glycans and their roles in cell signaling and regulation. He has also made significant contributions to cancer research, investigating topics such as tumor heterogeneity, cancer stem cells, and the tumor microenvironment. Additionally, Dr. Lau has explored intestinal and gastrointestinal biology, examining the interactions between the gut microbiome and immune system. His work often incorporates cutting-edge computational methods, including machine learning and deep learning algorithms, to analyze large datasets and uncover new insights into biological systems."
Li_Hao_57224913502,Li_Hao_57224913502.csv,"**Domain Adaptation**:; Domain adaptation techniques for medical image segmentation; Unsupervised domain adaptation for medical image segmentation; Domain generalization for medical image segmentation; Cross-modality domain adaptation for medical image segmentation; **Medical Image Segmentation**:; Segmentation of various medical structures (e.g., vestibular schwannoma, cochlea, retinal vessels, subcortical structures); Segmentation of tumors (e.g., acoustic neuroma, multiple sclerosis lesions); **Deep Learning Methods**:; Convolutional neural networks (CNNs) for medical image segmentation; Transformers for medical image segmentation; Hybrid encoders for medical image segmentation","Dr. Hao Li is a researcher with a strong background in developing innovative solutions for medical image analysis. His work has primarily focused on improving medical image segmentation, an essential task in clinical diagnosis and treatment planning. Over the years, Dr. Li's research interests have evolved to encompass various aspects of medical image processing, including the application of deep learning methods such as convolutional neural networks (CNNs), transformers, hybrid encoders, self-supervised learning, and semi-supervised learning.

Dr. Li's current research emphasis lies at the intersection of domain adaptation and medical image segmentation. He explores unsupervised domain adaptation, domain generalization, and cross-modality domain adaptation techniques to address the challenges posed by limited training data and varying imaging modalities. His expertise spans the segmentation of diverse medical structures, such as vestibular schwannomas, cochleas, retinal vessels, and subcortical structures, as well as tumors like acoustic neuromas and multiple sclerosis lesions. By advancing these technologies, Dr. Li aims to improve the accuracy and efficiency of medical image analysis, ultimately benefiting patient care and outcomes."
Li_Rui_55686513800,Li_Rui_55686513800.csv,"**Deep Brain Stimulation (DBS)**:; Development of preoperative planning and intraoperative guidance tools for DBS; Validation of DBS targeting and electrode placement; Investigation of DBS efficacy and complications; Application of machine learning for predicting DBS outcomes; Use of intraoperative physiology and atlas-based data in DBS; **Neuroimaging and Image Processing**:; Development of image processing algorithms for medical image analysis; Registration of medical images (non-rigid, rigid, and surface-based); Segmentation of brain structures and organs (liver, hippocampus); Correction of geometric distortions in EP images; Application of computer vision techniques in neurosurgery","Dr. Rui Li is a researcher with a diverse background in neuroscience and biomedical engineering. Over the course of their career, Dr. Li has shifted their focus from investigating dopamine and neurotransmitter systems to developing innovative solutions for Deep Brain Stimulation (DBS). Their work has centered around improving DBS outcomes through the creation of preoperative planning and intraoperative guidance tools, validation of targeting and electrode placement, and application of machine learning for outcome prediction. They have also explored the use of intraoperative physiology and atlas-based data in DBS.

In addition to their work on DBS, Dr. Li has made significant contributions to neuroimaging and image processing. This includes the development of algorithms for medical image analysis, registration of medical images, segmentation of brain structures and organs, and correction of geometric distortions in EP images. Their expertise spans multiple areas, including computer vision techniques in neurosurgery, making them a valuable asset in advancing our understanding of the brain and developing effective treatments for neurological disorders."
Li_Thomas_57557667700,Li_Thomas_57557667700.csv,"**Medical Image Analysis**:; Development of new methods for medical image analysis, including transformer-based models, hierarchical transformers, and large kernel convolutions.; Applications include renal substructure segmentation, whole brain segmentation, and body composition assessment.; Techniques like image extension, patch reformatting, and generative adversarial networks are explored.; **Lung Cancer Research**:; Development of AI algorithms for lung cancer detection, risk estimation, and prediction.; Studies focus on analyzing computed tomography (CT) scans, including longitudinal and multimodal approaches.; Research aims to improve early detection, risk stratification, and treatment planning.; **Computed Tomography (CT)**:; Investigation of CT reconstruction kernels, harmonization, and standardization.; Research focuses on reducing variability in spatial resolution and noise distribution.; Techniques like generative adversarial networks and cycleGAN are applied.","Dr. Thomas Li is a researcher with a strong background in developing innovative methods for medical image analysis. Over the course of their career, Dr. Li's research focus has evolved to encompass various aspects of medical imaging, particularly in the application of deep learning techniques such as transformer-based models, hierarchical transformers, and large kernel convolutions. Their work has spanned multiple areas, including renal substructure segmentation, whole brain segmentation, and body composition assessment.

Primary areas of expertise for Dr. Li include medical image analysis, lung cancer research, and computed tomography (CT). They have made significant contributions to the development of AI algorithms for lung cancer detection, risk estimation, and prediction using CT scans, focusing on both longitudinal and multimodal approaches. Additionally, Dr. Li's research has investigated CT reconstruction kernels, harmonization, and standardization to reduce variability in spatial resolution and noise distribution."
Li_Xiao_57205028092,Li_Xiao_57205028092.csv,**Authentication in mHealth applications**; Authentication methods for secure use of mHealth apps; Healthcare privacy regulations affecting mHealth app development; **Usability in mHealth applications**; Evaluating usability of mHealth apps for various user groups; Designing mHealth apps for accessibility and ease of use; **mHealth applications in healthcare**; Diabetes management using mHealth apps; Physical activity monitoring and tracking through mHealth apps; HIV treatment and management via mHealth apps,"Dr. Xiao's research focuses on ensuring the secure and accessible use of mobile health (mHealth) applications. Over the course of their career, Dr. Xiao has shifted their attention from primarily examining authentication methods for secure mHealth app usage to also investigating usability aspects that impact diverse user groups.

As an expert in mHealth applications, Dr. Xiao explores how these technologies can be effectively designed for diabetes management, physical activity tracking, and HIV treatment. Their work addresses the intersection of healthcare regulations and technology development, with a goal of creating more inclusive and user-friendly mHealth solutions."
Li_Yamin_57214236515,Li_Yamin_57214236515.csv,"**Deep Learning Applications in Neuroscience**:; Development of deep learning models for tasks such as brain age estimation, tumor growth prediction, and brain state estimation.; Utilization of deep learning techniques for analyzing and processing medical imaging data, including MRI and EEG.; **Neuroimaging and Signal Processing**:; Analysis of EEG and fMRI signals to understand brain function and dynamics.; Application of techniques such as microstate analysis, spectral analysis, and multivariate empirical mode decomposition to extract relevant information from neuroimaging data.; **Medical Image Reconstruction and Analysis**:; Development of methods for motion correction and super-resolution reconstruction of multi-slice fetal brain MRI.; Use of machine learning and deep learning techniques for image segmentation and reconstruction in medical imaging.; **Inter-Behavioral and Inter-Brain Studies**:; Investigation of inter-brain synchrony and neural entrainment during social interactions, such as mother-child","Dr. Yamin Li is a researcher with a diverse background in applying cutting-edge technologies to advance our understanding of neuroscience. Over the course of their career, Dr. Li's research focus has evolved to encompass various aspects of neuroscience, with an increasing emphasis on the application of deep learning techniques. Initially, they explored the development of deep learning models for tasks such as brain age estimation, tumor growth prediction, and brain state estimation.

Currently, Dr. Li's work spans multiple areas, including neuroimaging and signal processing, medical image reconstruction and analysis, and inter-behavioral and inter-brain studies. Their expertise lies at the intersection of these fields, where they apply techniques like microstate analysis, spectral analysis, and multivariate empirical mode decomposition to analyze EEG and fMRI signals. Additionally, Dr. Li has developed innovative methods for motion correction and super-resolution reconstruction of multi-slice fetal brain MRI, as well as machine learning-based approaches for image segmentation and reconstruction in medical imaging."
